date,Primary_Industry_Code,medoid
2007,Electric Utilities,50933-17
2007,Household Appliances,51490-72
2007,Marine,53290-90
2007,Precious Metals and Minerals Mining,53707-15
2007,Aquaculture,55670-23
2007,Office Electronics,55763-65
2007,Infrastructure,62353-54
2007,Brokerage,63577-45
2007,Raw Materials (Non-Wood),65255-32
2007,Multi-Utilities,99835-03
2008,Business/Productivity Software,100035-19
2008,Building Products,100092-16
2008,Construction and Engineering,100147-96
2008,Biotechnology,10884-34
2008,Drug Discovery,110989-09
2008,Other Commercial Services,112285-72
2008,Systems and Information Management,11217-25
2008,Application Software,11165-86
2008,Communication Software,11179-00
2008,Electronics (B2C),52976-71
2008,Media and Information Services (B2B),102476-98
2008,Network Management Software,11105-65
2008,Social/Platform Software,11200-42
2008,Vertical Market Software,14179-87
2008,Multi-line Chemicals,56205-37
2008,Specialty Chemicals,11269-90
2008,Alternative Energy Equipment,11155-51
2008,Automation/Workflow Software,109196-92
2008,BPO/Outsource Services,11104-57
2008,"Computers, Parts and Peripherals",10156-69
2008,Connectivity Products,11120-41
2008,Educational and Training Services (B2C),51739-03
2008,Electrical Equipment,106849-45
2008,Energy Production,39895-30
2008,Energy Storage,41718-16
2008,Fiberoptic Equipment,55992-25
2008,Information Services (B2C),11271-07
2008,Logistics,11166-31
2008,Medical Records Systems,55883-08
2008,Other Communications and Networking,104493-70
2008,Other Consumer Durables,54632-17
2008,Other Financial Services,11253-79
2008,Other Hardware,10052-20
2008,Other Services (B2C Non-Financial),11135-35
2008,Social Content,11138-77
2008,Storage (IT),11306-44
2008,Wireless Communications Equipment,11158-84
2008,Wireless Service Providers,50837-23
2008,Other IT Services,100644-04
2008,Aerospace and Defense,42228-73
2008,Discovery Tools (Healthcare),11146-42
2008,Electronic Components,11158-48
2008,Financial Software,11121-49
2008,Software Development Applications,11303-47
2008,Automotive,11108-89
2008,Beverages,11116-00
2008,Clothing,110858-14
2008,Consulting Services (B2B),11196-10
2008,Entertainment Software,11274-67
2008,Laboratory Services (Healthcare),101913-94
2008,Other Commercial Products,11116-09
2008,Other Energy,11211-94
2008,Restaurants and Bars,25306-12
2008,Telecommunications Service Providers,115615-36
2008,Energy Exploration,11328-49
2008,"Movies, Music and Entertainment",11260-09
2008,Multimedia and Design Software,10373-86
2008,Other Healthcare Technology Systems,11222-02
2008,Personal Products,11118-25
2008,Recreational Goods,11278-36
2008,Other Healthcare Services,111727-99
2008,Surgical Devices,10339-93
2008,Brokerage,10109-26
2008,Clinics/Outpatient Services,95533-93
2008,Environmental Services (B2B),52917-22
2008,Industrial Chemicals,47658-25
2008,Pharmaceuticals,103479-04
2008,Water Utilities,10109-26
2008,Internet Retail,10581-22
2008,Internet Software,51755-50
2008,Private Equity,10123-03
2008,Security Services (B2B),11406-25
2008,Specialty Retail,10139-41
2008,Consumer Finance,168558-13
2008,Database Software,11165-05
2008,Educational Software,11149-93
2008,Electronic Equipment and Instruments,10594-72
2008,Energy Refining,10133-20
2008,Specialized Finance,56268-10
2008,Application Specific Semiconductors,11313-46
2008,Drug Delivery,51057-91
2008,Asset Management,52125-85
2008,Human Capital Services,226843-57
2008,Office Services (B2B),10135-81
2008,Other Healthcare,10135-81
2008,Publishing,115193-44
2008,Accessories,11142-91
2008,Internet Service Providers,11115-19
2008,IT Consulting and Outsourcing,11127-16
2008,Other Capital Markets/Institutions,10139-41
2008,Real Estate Services (B2C),11318-50
2008,Holding Companies,54669-70
2008,Machinery (B2B),226336-42
2008,Other Consumer Products and Services,51956-65
2008,Energy Infrastructure,42864-40
2008,Other Software,55661-86
2008,Other Devices and Supplies,11106-82
2008,Other Equipment,11129-86
2008,Therapeutic Devices,10985-23
2008,Other Media,53497-81
2008,Other Energy Services,111301-12
2008,Agricultural Chemicals,55968-31
2008,Diagnostic Equipment,11147-50
2008,General Purpose Semiconductors,40998-88
2008,Oil and Gas Equipment,41701-51
2008,Other Business Products and Services,11905-57
2008,Practice Management (Healthcare),54438-22
2008,Plastic Containers & Packaging,10364-77
2008,Precious Metals and Minerals Mining,10381-24
2008,Legal Services (B2B),10382-41
2008,Other Materials,54510-22
2008,Road,10398-70
2008,Distributors/Wholesale,11958-04
2008,Medical Supplies,153756-91
2008,Enterprise Systems (Healthcare),104041-09
2008,Household Appliances,11118-97
2008,Industrial Supplies and Parts,11215-27
2008,"Other Metals, Minerals and Mining",42941-44
2008,Cable Service Providers,54221-59
2008,Operating Systems Software,10521-46
2008,Cultivation,52852-69
2008,Air,10754-47
2008,Life and Health Insurance,107903-44
2008,"Broadcasting, Radio and Television",123418-36
2008,Distributors (Healthcare),52593-04
2008,Raw Materials (Non-Wood),53841-97
2008,Other Information Technology,109554-04
2008,Distributors/Wholesale (B2C),11013-76
2008,Food Products,123589-18
2008,"Accounting, Audit and Tax Services (B2B)",11110-96
2008,Monitoring Equipment,42769-99
2008,Other Pharmaceuticals and Biotechnology,52378-57
2008,Other Semiconductors,14772-97
2008,Managed Care,11114-65
2008,Decision/Risk Analysis,51111-37
2008,Casinos and Gaming,11131-03
2008,Production (Semiconductors),11132-38
2008,Infrastructure,11140-93
2008,Leisure Facilities,50906-17
2008,Printing Services (B2B),56853-46
2008,Other Agriculture,56926-36
2008,Other Containers and Packaging,11163-88
2008,Wood/Hard Products,11198-98
2008,"Other Restaurants, Hotels and Leisure",11208-43
2008,Government,11220-22
2008,Coal and Consumable Fuels Equipment,223959-43
2008,Investment Banks,60961-06
2008,Elder and Disabled Care,11278-00
2008,Synthetic Textiles,11285-20
2008,Hospitals/Inpatient Services,40822-84
2008,Other Retail,52137-01
2008,Department Stores,11300-32
2008,Education and Training Services (B2B),57645-73
2008,Aquaculture,11312-92
2008,Metal Containers & Packaging,11333-44
2008,Energy Traders and Brokers,11338-84
2008,Multi-line Mining,11605-96
2008,Coal Mining,13404-70
2008,Buildings and Property,169592-59
2008,Electric Utilities,26562-88
2008,Regional Banks,41021-92
2008,Business Equipment and Supplies,42944-05
2008,Other Chemicals and Gases,51102-19
2008,Other Insurance,51485-32
2008,Horticulture,52281-19
2008,Paper Containers & Packaging,52689-16
2008,Other Commercial Banks,53443-09
2008,National Banks,53961-94
2008,Household Products,54942-85
2008,Hotels and Resorts,55763-65
2008,Home Furnishings,56491-30
2008,Other Transportation,56786-32
2008,Animal Textiles,56841-49
2008,Marine,57523-87
2008,"Accounting, Audit and Tax Services (B2C)",58046-32
2008,Catalog Retail,60205-42
2008,Gas Utilities,61023-61
2008,Insurance Brokers,65937-34
2009,Biotechnology,10420-66
2009,Drug Discovery,11110-33
2009,Business/Productivity Software,109113-13
2009,Distributors/Wholesale,59897-17
2009,Drug Delivery,51037-48
2009,Electronic Components,11212-66
2009,Food Products,111389-59
2009,Other Commercial Services,11147-68
2009,Other Communications and Networking,47556-19
2009,Other Information Technology,54497-26
2009,Decision/Risk Analysis,11123-20
2009,Laboratory Services (Healthcare),51464-98
2009,Media and Information Services (B2B),11110-96
2009,Network Management Software,11196-28
2009,Social/Platform Software,11192-41
2009,Vertical Market Software,11260-18
2009,Application Software,100296-28
2009,Specialty Chemicals,100348-21
2009,Application Specific Semiconductors,11104-93
2009,Automation/Workflow Software,11171-35
2009,"Broadcasting, Radio and Television",11149-30
2009,Clothing,10052-20
2009,"Computers, Parts and Peripherals",11000-08
2009,Environmental Services (B2B),51779-53
2009,Financial Software,102158-83
2009,Internet Service Providers,11329-48
2009,Managed Care,10052-20
2009,Other Capital Markets/Institutions,10052-20
2009,Social Content,51252-22
2009,Systems and Information Management,11166-49
2009,Wireless Service Providers,11194-48
2009,Connectivity Products,11112-31
2009,IT Consulting and Outsourcing,11127-16
2009,Software Development Applications,51111-46
2009,Beverages,227459-53
2009,Brokerage,10070-83
2009,Consulting Services (B2B),40849-39
2009,Electrical Equipment,11160-28
2009,Energy Storage,11156-77
2009,Enterprise Systems (Healthcare),11194-39
2009,General Purpose Semiconductors,11230-66
2009,Machinery (B2B),123178-15
2009,"Movies, Music and Entertainment",11161-54
2009,Other Commercial Products,11158-84
2009,Alternative Energy Equipment,10398-70
2009,Educational Software,11215-27
2009,Internet Software,25310-62
2009,Logistics,11116-00
2009,Monitoring Equipment,10602-46
2009,Other Services (B2C Non-Financial),39760-30
2009,Outcome Management (Healthcare),10077-85
2009,Other Healthcare Services,10095-31
2009,Electronics (B2C),11150-02
2009,Production (Semiconductors),57070-09
2009,Communication Software,11852-47
2009,Energy Production,10532-80
2009,Multimedia and Design Software,11150-11
2009,Other Business Products and Services,10123-03
2009,Specialty Retail,60027-31
2009,Therapeutic Devices,11114-65
2009,Electronic Equipment and Instruments,11107-45
2009,Other Financial Services,11199-52
2009,Wireless Communications Equipment,11126-62
2009,Construction and Engineering,10791-55
2009,Diagnostic Equipment,11125-63
2009,Energy Infrastructure,10134-73
2009,Entertainment Software,11166-31
2009,Human Capital Services,109554-04
2009,Internet Retail,13404-70
2009,Other IT Services,11105-74
2009,Aerospace and Defense,51668-02
2009,BPO/Outsource Services,10135-81
2009,Consumer Finance,51739-03
2009,Educational and Training Services (B2C),11243-89
2009,Medical Records Systems,14144-86
2009,Real Estate Services (B2C),10135-81
2009,Database Software,11311-66
2009,Holding Companies,60104-89
2009,Medical Supplies,11146-42
2009,Other Semiconductors,107925-94
2009,Publishing,11314-99
2009,Asset Management,52378-30
2009,Information Services (B2C),51253-75
2009,Personal Products,49309-12
2009,Specialized Finance,11198-62
2009,Storage (IT),11306-44
2009,Telecommunications Service Providers,11130-04
2009,Other Devices and Supplies,108154-72
2009,Other Equipment,11173-51
2009,Surgical Devices,11110-60
2009,Other Energy Services,11137-51
2009,Pharmaceuticals,10581-22
2009,Other Healthcare Technology Systems,11326-24
2009,Other Consumer Durables,52697-53
2009,Other Consumer Products and Services,10242-91
2009,Fiberoptic Equipment,10364-77
2009,Hotels and Resorts,115260-76
2009,Security Services (B2B),52916-50
2009,Other Pharmaceuticals and Biotechnology,54360-82
2009,Other Software,53535-70
2009,Other Containers and Packaging,10405-45
2009,Household Appliances,10416-88
2009,Industrial Supplies and Parts,11158-48
2009,Other Media,10557-73
2009,Restaurants and Bars,112168-45
2009,Other Consumer Non-Durables,58079-17
2009,Clinics/Outpatient Services,10639-63
2009,Operating Systems Software,11149-93
2009,Energy Exploration,11129-41
2009,Hospitals/Inpatient Services,10905-04
2009,Synthetic Textiles,109211-50
2009,Home Furnishings,109555-66
2009,Automotive,51324-76
2009,Discovery Tools (Healthcare),13259-17
2009,Water Utilities,11135-17
2009,Building Products,11304-73
2009,Other Materials,52136-74
2009,Other Retail,11127-25
2009,Air,62353-54
2009,Other Energy,11141-38
2009,Practice Management (Healthcare),11288-17
2009,Precious Metals and Minerals Mining,11149-03
2009,Life and Health Insurance,11153-98
2009,Other Hardware,11322-46
2009,Education and Training Services (B2B),111551-41
2009,Cultivation,11166-58
2009,Office Services (B2B),11166-67
2009,Other Chemicals and Gases,11169-28
2009,Elder and Disabled Care,11193-76
2009,Cable Service Providers,112285-72
2009,Other Transportation,11203-21
2009,Leisure Facilities,54154-00
2009,Accessories,51094-81
2009,"Other Restaurants, Hotels and Leisure",11215-54
2009,Property and Casualty Insurance,11215-63
2009,Household Products,56271-25
2009,Road,40442-68
2009,Industrial Chemicals,11275-66
2009,"Other Metals, Minerals and Mining",54084-97
2009,Electric Utilities,42909-13
2009,Other Agriculture,56656-99
2009,Thrifts and Mortgage Finance,60688-09
2009,Wood/Hard Products,11300-68
2009,Agricultural Chemicals,51102-19
2009,Commercial/Professional Insurance,11270-53
2009,"Accounting, Audit and Tax Services (B2B)",11274-22
2009,Private Equity,40623-85
2009,Oil and Gas Equipment,11292-31
2009,Other Insurance,11303-11
2009,Energy Traders and Brokers,11305-27
2009,Recreational Goods,11332-63
2009,Aquaculture,11958-04
2009,Gas Utilities,61023-61
2009,Buildings and Property,25168-96
2009,Multi-line Chemicals,52157-26
2009,Plant Textiles,40822-84
2009,Other Healthcare,54776-80
2009,Raw Materials (Non-Wood),42834-43
2009,General Merchandise Stores,44791-39
2009,Plastic Containers & Packaging,50933-17
2009,Energy Refining,51144-13
2009,Commodity Chemicals,84983-59
2009,Distributors (Healthcare),53967-52
2009,Printing Services (B2B),53969-41
2009,Paper/Soft Products,54064-99
2009,Animal Husbandry,54770-68
2009,Energy Marketing,54942-85
2009,Other Utilities,55459-00
2009,Casinos and Gaming,56151-10
2009,Business Equipment and Supplies,56151-55
2009,Marine,57314-80
2009,Insurance Brokers,65937-34
2009,Luxury Goods,89936-74
2010,Biotechnology,100470-79
2010,Business/Productivity Software,10581-22
2010,Application Software,10985-23
2010,Clothing,64296-73
2010,Distributors/Wholesale,53882-02
2010,Drug Delivery,11308-78
2010,Multimedia and Design Software,11173-51
2010,Other Commercial Services,10532-80
2010,Other Communications and Networking,11246-14
2010,Financial Software,11216-62
2010,Laboratory Services (Healthcare),11193-04
2010,Media and Information Services (B2B),104140-63
2010,Social/Platform Software,108358-57
2010,Vertical Market Software,11104-93
2010,Alternative Energy Equipment,11116-00
2010,Application Specific Semiconductors,11120-41
2010,Automation/Workflow Software,101626-39
2010,Communication Software,104812-12
2010,"Computers, Parts and Peripherals",10630-27
2010,Database Software,11114-56
2010,Electrical Equipment,10420-66
2010,Electronics (B2C),11194-39
2010,Fiberoptic Equipment,51116-68
2010,General Purpose Semiconductors,11164-33
2010,Home Furnishings,60524-47
2010,Information Services (B2C),11221-66
2010,Internet Retail,110858-14
2010,"Movies, Music and Entertainment",11188-72
2010,Network Management Software,11179-90
2010,Other Commercial Products,11135-62
2010,Other Financial Services,11199-52
2010,Social Content,11110-15
2010,Software Development Applications,42284-62
2010,Specialty Retail,56910-88
2010,Systems and Information Management,11297-98
2010,Wireless Communications Equipment,11200-69
2010,Discovery Tools (Healthcare),11146-42
2010,Electronic Components,51376-15
2010,Entertainment Software,110338-21
2010,Beverages,123589-18
2010,BPO/Outsource Services,114953-14
2010,Energy Storage,52723-09
2010,Enterprise Systems (Healthcare),50918-14
2010,Food Products,11305-54
2010,Holding Companies,11205-82
2010,Internet Service Providers,89970-67
2010,Other Healthcare Services,10754-47
2010,Other Materials,11151-28
2010,Other Media,10070-83
2010,Other Software,112073-14
2010,Pharmaceuticals,11177-11
2010,Decision/Risk Analysis,55346-23
2010,IT Consulting and Outsourcing,11223-55
2010,Monitoring Equipment,11162-44
2010,Automotive,11261-35
2010,Building Products,40744-00
2010,Energy Production,11110-87
2010,Publishing,11325-70
2010,Environmental Services (B2B),11243-89
2010,Internet Software,40849-39
2010,Therapeutic Devices,111257-20
2010,"Broadcasting, Radio and Television",11149-30
2010,Consumer Finance,56268-10
2010,Educational Software,51460-12
2010,Electronic Equipment and Instruments,11115-73
2010,Energy Refining,10133-20
2010,Human Capital Services,107253-10
2010,Consulting Services (B2B),52136-92
2010,Drug Discovery,110264-95
2010,Energy Infrastructure,53962-03
2010,Energy Traders and Brokers,10134-73
2010,Logistics,11169-46
2010,Multi-line Insurance,10134-73
2010,Storage (IT),11183-50
2010,Asset Management,97547-32
2010,Connectivity Products,110051-56
2010,Medical Records Systems,126495-73
2010,Accessories,57172-78
2010,Education and Training Services (B2B),60166-00
2010,Personal Products,125213-32
2010,Specialized Finance,158246-47
2010,Surgical Devices,11249-47
2010,Construction and Engineering,60608-35
2010,Life and Health Insurance,10146-16
2010,Operating Systems Software,51407-11
2010,Telecommunications Service Providers,11197-54
2010,Diagnostic Equipment,102473-47
2010,Other Consumer Durables,11113-84
2010,Other IT Services,10722-16
2010,Other Hardware,52514-20
2010,Other Information Technology,56583-10
2010,Distributors (Healthcare),222702-04
2010,Medical Supplies,11144-35
2010,Cable Service Providers,11320-39
2010,Hospitals/Inpatient Services,10242-91
2010,Other Consumer Products and Services,10242-91
2010,Other Devices and Supplies,11293-57
2010,Other Energy Services,11177-02
2010,Raw Materials (Non-Wood),10242-91
2010,Private Equity,102476-98
2010,Brokerage,10271-98
2010,Other Healthcare Technology Systems,42447-16
2010,Regional Banks,55133-47
2010,Other Consumer Non-Durables,83593-36
2010,Energy Exploration,51956-65
2010,Other Business Products and Services,11202-13
2010,Security Services (B2B),10401-94
2010,Specialty Chemicals,10401-94
2010,Wireless Service Providers,40819-51
2010,Household Appliances,42790-60
2010,Industrial Chemicals,41699-53
2010,Educational and Training Services (B2C),109878-85
2010,Elder and Disabled Care,10563-22
2010,Machinery (B2B),11325-79
2010,Clinics/Outpatient Services,108601-48
2010,Oil and Gas Equipment,14162-32
2010,"Other Metals, Minerals and Mining",111096-19
2010,Industrial Supplies and Parts,106721-92
2010,Printing Services (B2B),108154-72
2010,Water Utilities,11199-79
2010,Footwear,109302-49
2010,Other Apparel,11037-07
2010,Other Services (B2C Non-Financial),52653-25
2010,Other Agriculture,16436-44
2010,Other Semiconductors,11111-68
2010,Other Retail,11127-25
2010,Agricultural Chemicals,56045-71
2010,Multi-line Chemicals,157650-22
2010,Other Pharmaceuticals and Biotechnology,98013-52
2010,Leisure Facilities,11128-60
2010,Hotels and Resorts,11129-32
2010,Legal Services (B2C),11133-01
2010,Office Services (B2B),11136-16
2010,Other Healthcare,11138-68
2010,Restaurants and Bars,11141-56
2010,Mineral Textiles,11145-52
2010,Rail,11149-03
2010,National Banks,11154-25
2010,Electric Utilities,11158-57
2010,Casinos and Gaming,96302-71
2010,Aerospace and Defense,95533-93
2010,Other Capital Markets/Institutions,53399-98
2010,Real Estate Services (B2C),40823-29
2010,Household Products,181418-32
2010,Wood/Hard Products,56171-53
2010,Air,11186-29
2010,Plastic Containers & Packaging,11186-29
2010,"Other Restaurants, Hotels and Leisure",56450-71
2010,Production (Semiconductors),11200-78
2010,Thrifts and Mortgage Finance,11208-43
2010,"Accounting, Audit and Tax Services (B2B)",11219-05
2010,Government,11220-22
2010,Road,40442-68
2010,Other Energy,11227-60
2010,Other Transportation,11235-70
2010,Managed Care,52568-38
2010,Other Equipment,11251-81
2010,Horticulture,53480-53
2010,Buildings and Property,25168-96
2010,Recreational Goods,90134-38
2010,Synthetic Textiles,55968-31
2010,Animal Husbandry,11300-32
2010,Commodity Chemicals,11303-11
2010,Luxury Goods,11303-11
2010,Marine,11333-44
2010,Insurance Brokers,11336-32
2010,Cultivation,62133-85
2010,Gold Mining,162379-27
2010,General Merchandise Stores,224539-03
2010,Outcome Management (Healthcare),40380-31
2010,Legal Services (B2B),42240-79
2010,Other Chemicals and Gases,42834-43
2010,Other Insurance,51485-32
2010,Metal Containers & Packaging,51501-97
2010,Other Utilities,97403-59
2010,Energy Marketing,52367-23
2010,Aquaculture,53550-64
2010,Business Equipment and Supplies,56010-97
2010,Coal Mining,59869-00
2010,Other Forestry,60289-03
2010,Automotive Insurance,65937-34
2011,Application Software,101363-86
2011,Business/Productivity Software,100823-50
2011,Diagnostic Equipment,10602-46
2011,Other Transportation,100143-46
2011,Biotechnology,101275-48
2011,Distributors/Wholesale,119851-57
2011,Drug Discovery,11210-86
2011,Internet Retail,108358-57
2011,Network Management Software,110331-10
2011,Other Commercial Services,112073-14
2011,Publishing,102495-16
2011,Database Software,108904-69
2011,Electronics (B2C),11252-17
2011,Medical Supplies,103072-69
2011,Other Healthcare Technology Systems,11261-53
2011,Social/Platform Software,100690-93
2011,Storage (IT),55821-43
2011,Agricultural Chemicals,11028-16
2011,Alternative Energy Equipment,11151-28
2011,Application Specific Semiconductors,11131-93
2011,Automation/Workflow Software,11170-72
2011,Clothing,42514-75
2011,Communication Software,11259-64
2011,"Computers, Parts and Peripherals",11162-17
2011,Connectivity Products,11195-65
2011,Discovery Tools (Healthcare),11146-42
2011,Electrical Equipment,11000-08
2011,Energy Production,10754-47
2011,Home Furnishings,10052-20
2011,Information Services (B2C),11205-82
2011,Media and Information Services (B2B),102115-90
2011,Multimedia and Design Software,11133-37
2011,Other Commercial Products,178723-00
2011,Other Services (B2C Non-Financial),100575-55
2011,Other Software,164233-00
2011,Social Content,122219-20
2011,Specialty Retail,41733-46
2011,Systems and Information Management,11305-36
2011,Telecommunications Service Providers,11164-78
2011,Vertical Market Software,11165-59
2011,IT Consulting and Outsourcing,10060-57
2011,Elder and Disabled Care,162222-49
2011,Other Information Technology,61658-29
2011,BPO/Outsource Services,53961-94
2011,Consulting Services (B2B),109771-30
2011,Energy Storage,42796-99
2011,Enterprise Systems (Healthcare),11275-03
2011,Human Capital Services,11122-21
2011,Asset Management,60670-81
2011,Automotive,11108-89
2011,Electronic Equipment and Instruments,11107-45
2011,"Movies, Music and Entertainment",110338-21
2011,Multi-line Chemicals,10109-26
2011,Other Capital Markets/Institutions,55261-00
2011,Educational Software,153834-40
2011,Financial Software,11123-38
2011,"Other Restaurants, Hotels and Leisure",52672-51
2011,Software Development Applications,11251-27
2011,Surgical Devices,11140-12
2011,Therapeutic Devices,11106-82
2011,"Broadcasting, Radio and Television",11224-45
2011,Electronic Components,11149-03
2011,General Purpose Semiconductors,51508-36
2011,Medical Records Systems,12075-22
2011,Consumer Finance,52791-85
2011,Energy Infrastructure,55282-06
2011,Entertainment Software,108166-06
2011,Hospitals/Inpatient Services,52524-28
2011,Machinery (B2B),107903-44
2011,Managed Care,65871-01
2011,Multi-line Insurance,10134-73
2011,Other Devices and Supplies,11121-49
2011,Other Financial Services,125027-02
2011,Other IT Services,52317-73
2011,Wireless Communications Equipment,11236-15
2011,Logistics,14187-97
2011,Beverages,103037-59
2011,Internet Software,52267-69
2011,Personal Products,104749-57
2011,Industrial Supplies and Parts,52743-25
2011,Other Utilities,10146-16
2011,Laboratory Services (Healthcare),54766-63
2011,Drug Delivery,102491-20
2011,Pharmaceuticals,11111-05
2011,Clinics/Outpatient Services,108443-17
2011,Construction and Engineering,58046-32
2011,Educational and Training Services (B2C),58294-54
2011,Plastic Containers & Packaging,51627-88
2011,Buildings and Property,10382-41
2011,Specialized Finance,229189-69
2011,Other Containers and Packaging,56257-39
2011,Business Equipment and Supplies,10401-94
2011,Cultivation,56621-35
2011,Energy Refining,10401-94
2011,Other Consumer Products and Services,107451-64
2011,Security Services (B2B),109557-10
2011,Other Communications and Networking,104041-09
2011,Food Products,111567-79
2011,Recreational Goods,157587-31
2011,Specialty Chemicals,11269-90
2011,Environmental Services (B2B),14766-85
2011,Wireless Service Providers,42852-25
2011,Other Healthcare Services,11340-28
2011,Other Pharmaceuticals and Biotechnology,11140-75
2011,Cable Service Providers,51004-36
2011,Monitoring Equipment,11110-33
2011,Private Equity,110765-62
2011,Wood/Hard Products,11104-21
2011,Other Retail,56598-76
2011,Distributors (Healthcare),11111-41
2011,Leisure Facilities,54153-82
2011,Aerospace and Defense,25383-07
2011,Household Appliances,11118-97
2011,Hotels and Resorts,53876-35
2011,Holding Companies,228764-44
2011,Other Apparel,11242-27
2011,Decision/Risk Analysis,52372-72
2011,Practice Management (Healthcare),62623-18
2011,Education and Training Services (B2B),226559-44
2011,Legal Services (B2C),51180-58
2011,Other Energy,53524-09
2011,Fiberoptic Equipment,11185-84
2011,Other Media,61476-94
2011,Water Utilities,11274-58
2011,Other Semiconductors,11135-62
2011,Legal Services (B2B),11135-71
2011,Other Chemicals and Gases,11136-34
2011,Building Products,115611-49
2011,Paper Containers & Packaging,54402-76
2011,Accessories,52525-54
2011,Other Business Products and Services,11149-93
2011,Energy Exploration,11154-25
2011,Oil and Gas Equipment,11157-04
2011,Casinos and Gaming,11159-74
2011,Other Healthcare,98013-52
2011,Household Products,11165-50
2011,General Merchandise Stores,224539-03
2011,Office Services (B2B),53991-28
2011,Printing Services (B2B),11166-67
2011,Other Hardware,11231-38
2011,Commodity Chemicals,11174-14
2011,Other Consumer Durables,98350-75
2011,Other Materials,11184-67
2011,Coal and Consumable Fuels Equipment,223962-22
2011,Other Agriculture,40404-07
2011,Industrial Chemicals,56817-91
2011,Production (Semiconductors),11267-29
2011,Real Estate Services (B2C),56698-30
2011,Road,56386-27
2011,Other Equipment,60700-96
2011,Cruise Lines,11216-98
2011,Internet Service Providers,11329-48
2011,Iron and Steel Mining,11219-05
2011,"Other Metals, Minerals and Mining",52357-78
2011,Property and Casualty Insurance,11228-50
2011,Life and Health Insurance,11231-38
2011,Raw Materials (Non-Wood),53824-96
2011,Department Stores,11247-40
2011,Other Consumer Non-Durables,11247-40
2011,Restaurants and Bars,153597-16
2011,Automotive Insurance,11251-81
2011,Electric Utilities,11253-88
2011,Animal Husbandry,11262-52
2011,Other Energy Services,127263-34
2011,Investment Banks,11295-73
2011,Operating Systems Software,11315-62
2011,Brokerage,91294-66
2011,Energy Traders and Brokers,11338-84
2011,Luxury Goods,11341-90
2011,Forestry Processing,162378-82
2011,Footwear,51023-17
2011,Real Estate Investment Trusts (REITs),40380-31
2011,Horticulture,40822-84
2011,Gold Mining,41699-53
2011,Other Textiles,42241-78
2011,Outcome Management (Healthcare),52825-42
2011,Air,51246-64
2011,Mineral Textiles,51501-97
2011,Multi-line Mining,51501-97
2011,Energy Transportation,51563-35
2011,Regional Banks,52204-87
2011,Precious Metals and Minerals Mining,52357-78
2011,Other Insurance,52774-75
2011,National Banks,55133-47
2011,Multi-Utilities,54746-29
2011,Forestry Development/Harvesting,55897-57
2011,Animal Textiles,56841-49
2011,Thrifts and Mortgage Finance,63781-30
2011,Other Forestry,64888-84
2011,Insurance Brokers,65937-34
2011,Distributors/Wholesale (B2C),89969-68
2012,Business/Productivity Software,102476-98
2012,Diagnostic Equipment,11113-84
2012,Other Consumer Products and Services,161030-62
2012,Biotechnology,11115-19
2012,Clothing,155782-45
2012,Drug Discovery,110264-95
2012,Electrical Equipment,11177-02
2012,Leisure Facilities,121114-18
2012,Network Management Software,111179-17
2012,Publishing,101913-94
2012,Systems and Information Management,108978-22
2012,Application Software,100624-51
2012,Automation/Workflow Software,108030-97
2012,Media and Information Services (B2B),100439-92
2012,Medical Supplies,11290-87
2012,Other Energy Services,57533-41
2012,Software Development Applications,174882-34
2012,Vertical Market Software,11300-95
2012,Laboratory Services (Healthcare),100470-79
2012,Alternative Energy Equipment,11196-28
2012,Application Specific Semiconductors,11149-30
2012,Casinos and Gaming,10052-20
2012,Communication Software,100582-93
2012,Database Software,11117-44
2012,Electronic Components,11111-86
2012,Entertainment Software,109624-69
2012,Fiberoptic Equipment,166731-04
2012,Financial Software,108443-17
2012,Food Products,112789-63
2012,General Purpose Semiconductors,11272-15
2012,Industrial Supplies and Parts,11260-63
2012,Information Services (B2C),11170-72
2012,Internet Retail,11113-03
2012,Internet Service Providers,107903-44
2012,Life and Health Insurance,42384-25
2012,Multimedia and Design Software,11251-45
2012,Other Commercial Products,160066-18
2012,Other Communications and Networking,59253-22
2012,Other IT Services,55708-75
2012,Personal Products,107502-22
2012,Social Content,107883-55
2012,Social/Platform Software,104140-63
2012,Specialty Retail,11200-78
2012,IT Consulting and Outsourcing,93149-02
2012,Printing Services (B2B),158246-47
2012,Enterprise Systems (Healthcare),11138-77
2012,Managed Care,55575-82
2012,Other Commercial Services,108143-92
2012,Other Media,160013-71
2012,Wireless Communications Equipment,11298-70
2012,Decision/Risk Analysis,117873-64
2012,Recreational Goods,11332-63
2012,BPO/Outsource Services,11260-18
2012,Electronics (B2C),11151-28
2012,Energy Production,11310-22
2012,Environmental Services (B2B),181124-11
2012,Industrial Chemicals,148704-13
2012,Multi-line Chemicals,10109-26
2012,Operating Systems Software,11237-50
2012,Surgical Devices,11110-78
2012,Water Utilities,11274-58
2012,Accessories,11172-25
2012,"Broadcasting, Radio and Television",167790-43
2012,Consulting Services (B2B),11235-70
2012,Educational Software,11285-02
2012,Holding Companies,166032-64
2012,Internet Software,11173-60
2012,Medical Records Systems,52282-99
2012,"Movies, Music and Entertainment",115339-69
2012,Other Capital Markets/Institutions,102848-59
2012,"Other Restaurants, Hotels and Leisure",40430-80
2012,Outcome Management (Healthcare),10281-70
2012,Therapeutic Devices,11147-05
2012,Consumer Finance,10230-94
